drugbank_id	name	atc_codes
DB13151	Anti-inhibitor coagulant complex	B02BD03
DB13156	Inosine pranobex	J05AX05
DB13157	Sodium lauryl sulfoacetate	A06AG11
DB13158	Clobetasone	D07AB01|S01CA11|S01BA09
DB13161	Nusinersen	M09AX07
DB13164	Olmutinib	L01XE40
DB13166	Zofenopril	C09BA15|C09AA15
DB13167	Alclofenac	M01AB06
DB13169	Nandrolone	S01XA11|A14AB01
DB13170	Plecanatide	A06AX07
DB13173	Cerliponase alfa	A16AB17
DB13178	Inositol	A11HA07
DB13179	Troleandomycin	J01FA08
DB13183	Technetium Tc-99m etifenin	V09DA02
DB13185	Oxabolone cipionate	A14AB03
DB13189	Calcitonin porcine	H05BA02
DB13190	Ethacridine	D08AA01|B05CA08
DB13191	Phosphocreatine	C01EB06
DB13192	Antihemophilic factor human	B02BD02
DB13193	Vitex agnus-castus fruit extract	G02CX03
DB13194	Hedera helix leaf extract	R05CA12
DB13195	Horse chestnut	C05CX03
DB13196	Valerian	N05CM09
DB13197	Kallidinogenase	C04AF01
DB13198	Pepsin	A09AC01|A09AA03
DB13199	Brinase	B01AD06
DB13200	Lipegfilgrastim	L03AA14
DB13202	Piprozolin	A05AX01
DB13203	Bamifylline	R03DA08
DB13204	Dimethyl carbate	P03BX05
DB13205	Teclozan	P01AC04
DB13206	Bamethan	C04AA31
DB13207	Arginine glutamate	A05BA01
DB13208	Prednylidene	H02AB11
DB13209	Bismuth subnitrate	A02BX12
DB13210	Sodium chlorite	D03AX11
DB13211	Guanoxan	C02CC03
DB13212	Phenolsulfonphthalein	V04CH03
DB13213	Butaperazine	N05AB09
DB13214	Sulfadicramide	S01AB03
DB13215	Sulfobromophthalein	V04CE02
DB13216	Oxolamine	R05DB07
DB13217	Fentiazac	M01AB10|M02AA14
DB13218	Mandelic acid	B05CA06|J01XX06
DB13219	Medifoxamine	N06AX13
DB13220	Ferrous aspartate	B03AA09
DB13221	Apronalide	N05CM12
DB13222	Tilbroquinol	P01AA05
DB13223	Fluocortin	D07AB04
DB13224	Piperidione	R05DB23
DB13225	Dibenzepin	N06AA08
DB13226	Acetylleucine	N07CA04
DB13227	Tribenoside	C05CX01|C05AX05
DB13228	Flosequinan	C01DB01
DB13229	Enibomal	N01AG01
DB13230	Gestonorone	L02AB03|G03DA01
DB13231	Calcium lactate	A12AA05
DB13232	Suxibuzone	M02AA22
DB13233	Alaproclate	N06AB07
DB13234	Propanidid	N01AX04
DB13235	Perboric acid	A01AB19
DB13236	Stibophen	P02BX03
DB13237	Clofoctol	J01XX03
DB13238	Tuaminoheptane	R01AA11|R01AB08
DB13239	Neltenexine	R05CB14
DB13240	Cymarin	C01AC03
DB13241	Begelomab	L04AA35
DB13242	Bucladesine	C01CE04
DB13243	Tiazofurine	L01XX18
DB13244	Aminomethylbenzoic acid	B02AA03
DB13245	Thiram	P03AA05
DB13246	Quinupramine	N06AA23
DB13247	Pramiracetam	N06BX16
DB13248	Phthalylsulfathiazole	G01AE10|A07AB02
DB13249	Magnesium silicate	A02AA05
DB13250	Methylmethionine chloride	A02BX04
DB13251	Octopamine	C01CA18
DB13252	Tropatepine	N04AA12
DB13253	Proxibarbal	N05CA22
DB13254	Prifinium	A03AB18
DB13255	Propatyl nitrate	C01DA57|C01DA07
DB13256	Clothiapine	N05AH06
DB13258	Etofamide	P01AC03
DB13259	Ethyl chloride	N01BX01
DB13260	Lysozyme	J05AX02|D06BB07
DB13261	Sitafloxacin	J01MA21
DB13262	Aceclidine	S01EB58|S01EB08
DB13263	Quassia	P03AX04
DB13264	Penimepicycline	J01AA10
DB13265	Hexobendine	C01DX06
DB13266	Cefatrizine	J01DB07
DB13267	Ritiometan	R01AX05
DB13268	Acetarsol	G01AB01|P01CD02|A07AX02
DB13269	Dichlorobenzyl alcohol	R02AA03
DB13270	Dibekacin	J01GB09
DB13271	Wood creosote	R05CA08
DB13272	Meladrazine	G04BD03
DB13273	Sultopride	N05AL02
DB13274	Micronomicin	S01AA22
DB13275	Clorindione	B01AA09
DB13276	Idanpramine	A03AX06
DB13277	Benziodarone	C01DX54|C01DX04
DB13278	Bucetin	N02BE04|N02BE74|N02BE54
DB13279	Carbocromen	C01DX05
DB13280	Aluminium acetoacetate	A02AB05
DB13281	Bromelains	D03BA03|M09AB03
DB13282	Benzododecinium	D09AA05
DB13283	Sulfaisodimidine	J01EB01
DB13284	Meticrane	G01AE10|C03BA09
DB13285	Etilamfetamine	A08AA06
DB13286	Bumadizone	M01AB07
DB13287	Miocamycin	J01FA11
DB13288	Tromantadine	J05AC03|D06BB02
DB13289	Rimazolium	N02BG02
DB13290	Olaflur	A01AA03
DB13291	Cloridarol	C01DX15
DB13292	Pimethixene	R06AX23
DB13293	Ipecac	R05CA04|V03AB01
DB13294	Azidamfenicol	S01AA25
DB13295	Atracurium	M03AC04
DB13296	Propamidine	S01AX15|D08AC03
DB13297	Idrocilamide	M02AX05
DB13298	Alsactide	V04CH04
DB13299	Sulglicotide	A02BX08
DB13300	Epicillin	J01CA07
DB13302	Hachimycin	J02AA02|D01AA03|G01AA06
DB13303	Febarbamate	M03BA05
DB13304	Triaziquone	L01AC02
DB13305	Tolpropamine	D04AA12
DB13306	Chlorquinaldol	P01AA04|R02AA11|G01AC03|D08AH02
DB13307	Proscillaridin	C01AB51|C01AB01
DB13308	Oxametacin	M01AB13
DB13309	Benproperine	R05DB02
DB13310	Ormeloxifene	G03XC04
DB13311	Trepibutone	A03AX09
DB13312	Delapril	C09AA12|C09BB12|C09BA12
DB13313	Melevodopa	N04BA04|N04BA05
DB13314	Alminoprofen	M01AE16
DB13315	Sobrerol	R05CB07
DB13316	Ibopamine	S01FB03|C01CA16
DB13317	Flunoxaprofen	M01AE15|G02CC04
DB13318	Demecolcine	L01CC01
DB13319	Propenidazole	G01AF14|P01AB05
DB13320	Sulfaperin	J01ED06
DB13321	Methiodal	V08AA09
DB13322	Hydrotalcite	A02AD04
DB13323	Trichloroethylene	N01AB05
DB13324	Tetrazepam	M03BX07
DB13325	Nifurzide	A07AX04
DB13326	Euflavine	D08AA03
DB13327	Picotamide	B01AC03
DB13328	Butanilicaine	N01BB05
DB13329	Guaiazulen	S01XA01
DB13330	Amezinium metilsulfate	C01CA25
DB13331	Pyrithyldione	N05CE03
DB13332	Dibutylsuccinate	P03BX04
DB13333	Efloxate	C01DX13
DB13334	Mannosulfan	L01AB03
DB13335	Pinazepam	N05BA14
DB13336	Dimethylphthalate	P03BX02
DB13337	Pheneticillin	J01CR50|J01CE05
DB13338	Flurithromycin	J01FA14
DB13339	Etoglucid	L01AG01
DB13340	Suloctidil	C04AX19
DB13341	Fenozolone	N06BA08
DB13342	Cinepazet	C01DX14
DB13343	Tioxolone	D10AB03
DB13344	Mercuric amidochloride	D08AK01
DB13345	Dihydroergocristine	C04AE54|C04AE04
DB13346	Bufexamac	M01AB17|M02AA09
DB13347	Diphenadione	B01AA10
DB13348	Tiadenol	C10AX03
DB13349	Talastine	R06AB07
DB13350	Azanidazole	G01AF13|P01AB04
DB13351	Piperidolate	A03AA30
DB13352	Deanol	N06BX04
DB13353	Viminol	N02BG05
DB13354	Phenprobamate	M03BA71|M03BA51|M03BA01
DB13355	Visnadine	C04AX24
DB13356	Mesulfen	P03AA03|D10AB05
DB13357	Styramate	M03BA04
DB13358	Cibenzoline	C01BG07
DB13359	Magnesium aspartate	A12CC05
DB13360	Tolciclate	D01AE19
DB13361	Trimethyldiphenylpropylamine	A03AX30
DB13362	Pheneturide	N03AX13
DB13363	Oxaceprol	M01AX24|D11AX09
DB13364	Feprazone	M01AX18|M02AA16|M01AX68
DB13365	Calcium lactate gluconate	A12AA06
DB13366	Hydrochloric acid	B05XA13|A09AB03
DB13367	Cloricromen	B01AC02
DB13368	Motretinide	D10AD05
DB13369	Benzilone	A03AB01
DB13370	Bromisoval	N05CM03
DB13371	Difenpiramide	M01AB12
DB13372	Calcium alginate	B02BC08
DB13373	Acriflavinium chloride	R02AA13
DB13374	Vincamine	C04AX07
DB13375	Edrecolomab	L01XC01
DB13376	Succinimide	G04BX10
DB13377	Vinbarbital	N05CA09
DB13378	Norfenefrine	C01CA05
DB13379	Chiniofon	P01AX01
DB13380	Difemerine	A03AA09
DB13381	Sodium feredetate	B03AB03
DB13382	Chlorproethazine	N05AA07
DB13383	Diiodohydroxypropane	D08AG04
DB13384	Melitracen	N06CA02|N06AA14
DB13385	Dihydroergocryptine	N04BC03
DB13386	Epimestrol	G03GB03
DB13388	Phenylmercuric nitrate	D09AA04
DB13389	Iopydol	V08AD02
DB13391	Levoverbenone	R05CA11
DB13392	Merbromin	D08AK04
DB13393	Emetine	P01AX02|P01AX52
DB13394	Adrenalone	A01AD06|B02BC05
DB13395	Eprozinol	R03DX02
DB13396	Neocitrullamon	N03AB03
DB13397	Prenoxdiazine	R05DB18
DB13398	Oxyfedrine	C01DX03|C01DX53
DB13399	Terguride	G02CB06
DB13400	Linsidomine	C01DX18
DB13401	Metildigoxin	C01AA08
DB13402	Acetylglycinamide chloral hydrate	N05CC03
DB13403	Oxypertine	N05AE01
DB13404	Edetate sodium	S01XA05
DB13405	Mefruside	C03BB05|C03BA05
DB13406	Carbutamide	A10BB06
DB13407	Nifenazone	M02AA24|N02BB05
DB13408	Methylpropylpropanediol dinitrate	C01DA54|C01DA04
DB13409	Rokitamycin	J01FA12
DB13410	Guanoxabenz	C02CC07
DB13411	Lofepramine	N06AA07
DB13412	Pirisudanol	N06BX08
DB13413	Phenglutarimide	N04AA09
DB13414	Fenyramidol	M03BX30
DB13415	Pentetrazol	R07AB53|R07AB03
DB13416	Sulbutiamine	A11DA02
DB13417	Morinamide	J04AK04
DB13418	Moxestrol	G03CB04
DB13419	Troxipide	A02BX11
DB13420	Thiazinam	R06AD06
DB13421	Edoxudine	D06BB09
DB13422	Nicofuranose	C10AD03
DB13423	Ferric hydroxide	B03AB04
DB13424	Clofenotane	P03AB51|P03AB01
DB13425	Flutrimazole	G01AF18|D01AC16
DB13427	Gold Au-198	V10AX06
DB13428	Iobenzamic acid	V08AC05
DB13429	Tolonidine	C02AC04
DB13430	Mebutizide	C03AA13|C03EA05
DB13431	Proglumide	A02BX06
DB13432	Lonazolac	M01AB09
DB13433	Simfibrate	C10AB06
DB13434	Fenticonazole	D01AC12|G01AF12
DB13435	Endralazine	C02DB03
DB13436	Droxypropine	R05DB17
DB13437	Medazepam	N05BA03
DB13438	Prolintane	N06BX14
DB13439	Fenpiprane	A03AX01
DB13441	Niceritrol	C10AD01
DB13442	Citiolone	A05BA04
DB13443	Esatenolol	C07AB11
DB13444	Ioxitalamic acid	V08AA05
DB13445	Nepinalone	R05DB26
DB13446	Guar gum	A10BX01
DB13447	Prethcamide	R07AB06
DB13448	Mazaticol	N04AA10
DB13449	Proxyphylline	R03DA03|R03DB03
DB13451	Tioclomarol	B01AA11
DB13452	Cadralazine	C02DB04
DB13453	Xenon	N01AX15
DB13454	Nicomorphine	N02AA04
DB13455	Phenibut	N06BX22
DB13456	Midecamycin	J01FA03
DB13457	Oxaflozane	N06AX10
DB13458	Thebacon	R05DA10
DB13459	Pecilocin	D01AA04
DB13460	Ronifibrate	C10AB07
DB13461	Cefcapene	J01DD17
DB13462	Bephenium	P02CX02
DB13463	Oxetorone	N02CX06
DB13464	Ornipressin	H01BA05
DB13465	Ciclobendazole	P02CA04
DB13466	Deptropine	R06AX16
DB13467	Lanatoside C	C01AA06
DB13468	Etybenzatropine	N04AC30
DB13469	Phanquinone	P01AX04
DB13470	Cefodizime	J01DD09
DB13471	Nalfurafine	V03AX02
DB13472	Cyclofenil	G03GB01
DB13473	Antimony pentasulfide	R05CA07
DB13474	Tipepidine	R05DB24
DB13475	Furazidin	J01XE03
DB13476	Diisopromine	A03AX02
DB13477	Sodium apolate	C05BA02
DB13478	Meptazinol	N02AX05
DB13479	Histapyrrodine	R06AC52|R06AC02
DB13480	Lentinan	L03AX01
DB13481	Tenidap	M01AX23
DB13482	Dimefline	R07AB08
DB13483	Etamsylate	B02BX01
DB13484	Quinbolone	A14AA06
DB13485	Sulfametomidine	J01ED03
DB13486	Magnesium peroxide	A06AD03|A02AA03
DB13487	Iodine (131I) norcholesterol	V09XA01
DB13488	Bencyclane	C04AX11
DB13489	Bamipine	R06AX01|D04AA15
DB13490	Hidrosmin	C05CA05
DB13491	Fluperolone	D07AB05
DB13492	Policresulen	D08AE02|G01AX03
DB13493	Cyclobutyrol	A05AX03
DB13494	Dimetofrine	C01CA12
DB13495	Paraoxon	S01EB10
DB13496	Iprindole	N06AA13
DB13497	Valethamate	A03AX14
DB13499	Cefsulodin	J01DD03
DB13500	Otilonium	A03CA04|A03AB06
DB13501	Bendazac	M02AA11|S01BC07
DB13502	Budipine	N04BX03
DB13503	Tyrothricin	S01AA05|R02AB02|D06AX08
DB13504	Cefetamet	J01DD10
DB13505	Emepronium	A03CA30|N05CX05|G04BD01
DB13506	Carfecillin	G01AA08
DB13507	Poldine	A03AB11
DB13508	Cloranolol	C07AA27
DB13509	Aloxiprin	N02BA02|B01AC15
DB13510	Buflomedil	C04AX20
DB13511	Clebopride	A03FA06
DB13512	Clefamide	P01AC02
DB13513	Tribromometacresol	D01AE03
DB13514	Pranoprofen	S01BC09
DB13515	Levomethadone	N07BC05
DB13516	Clodantoin	G01AX01
DB13517	Angiotensinamide	C01CX06
DB13518	Alginic acid	A02BX13
DB13519	Cerium oxalate	A04AD02
DB13520	Metergoline	G02CB05
DB13521	Alipogene tiparvovec	C10AX10
DB13522	Mebicar	N06BX21
DB13523	Veralipride	N05AL06
DB13524	Propyphenazone	N02BB74|N02BB54|N02BB04
DB13525	Althea root	R05CA05
DB13526	Pentaerithrityl	A06AD14
DB13527	Proglumetacin	M01AB14
DB13528	Chlormadinone	G03AA15|G03FB03|G03AB07|G03DB06
DB13529	Dobesilic acid	C05BX01|C05BX51
DB13530	Mepindolol	C07AA14
DB13531	Nicofetamide	A03AC04
DB13532	Cyclopenthiazide	G01AE10|C03AB07|C03EA07|C03AA07
DB13533	Methylestrenolone	G03DC31
DB13534	Gedocarnil	N05BX02
DB13535	Nebacumab	J06BC01
DB13536	Broxyquinoline	P01AA01|A07AX01|G01AC06
DB13537	Gitoformate	C01AA09
DB13538	Guacetisal	N02BA14
DB13539	Iodoxamic acid	V08AC01
DB13540	Isepamicin	J01GB11
DB13541	Iprazochrome	N02CX03
DB13542	Bevonium	A03AB13|A03DA03|A03CA06
DB13543	Mitobronitol	L01AX01
DB13544	Ethenzamide	N02BA07|N02BA77|N02BA57
DB13545	Isobromindione	M04AB04
DB13546	Nizofenone	N06BX10
DB13547	Sulfatolamide	G01AE01
DB13548	Dibrompropamidine	D08AC01|S01AX14
DB13549	4-dimethylaminophenol	V03AB27
DB13550	Bifemelane	N06AX08
DB13551	Cinchophen	M04AC02
DB13552	Trifluperidol	N05AD02
DB13553	Carumonam	J01DF02
DB13554	Moperone	N05AD04
DB13555	Prajmaline	C01BA08
DB13556	Sulfamazone	J01ED09
DB13557	Thiopropazate	N05AB05
DB13558	Morclofone	R05DB25
DB13559	Rimiterol	R03AC05
DB13560	Dextranomer	D03AX02
DB13561	Clobenzorex	A08AA08
DB13563	Norgestrienone	G03AC07
DB13564	Zipeprol	R05DB15
DB13565	Benzoxonium	A01AB14|D08AJ05
DB13566	Sequifenadine	R06AX32
DB13567	Desaspidin	P02DX01
DB13568	Diodone	V08AA10
DB13569	Ferrous chloride	B03AA05
DB13570	Oxidized cellulose	B02BC02
DB13571	Pentamycin	G01AA11
DB13572	Emylcamate	N05BC03
DB13573	Acefylline	R03DA09
DB13574	Heptaminol	C01DX08
DB13575	Bietaserpine	C02AA07|C02LA07|C02AA57
DB13576	Aluminium nicotinate	C10AD04
DB13577	Allobarbital	N05CA21
DB13578	Metabutethamine	N01BA01
DB13579	Mepixanox	R07AB09
DB13580	Succinylsulfathiazole	A07AB04
DB13581	Rociverine	A03AA06
DB13582	Ferric (59Fe) citrate	V09XX04
DB13583	Mephenesin	M03BX06
DB13584	Gallamine	M03AC02
DB13585	Aminoethyl nitrate	C01DX01|C01DX51
DB13586	Metandienone	A14AA03|D11AE01
DB13587	Mesterolone	G03BB01
DB13588	Naftidrofuryl	C04AX21
DB13590	Calcium pangamate	A12AA11
DB13591	Metopimazine	A04AD05
DB13592	Etamiphylline	R03DB06|R03DA06
DB13593	Zolimidine	A02BX10
DB13595	Almasilate	A02AD05
DB13596	Oxycinchophen	M01CA03
DB13597	Moroxydine	J05AX01
DB13598	Diethyl ether	N01AA01
DB13599	Difetarsone	P01AR02
DB13600	Deltamethrin	P03BA03
DB13601	Oxiracetam	N06BX07
DB13602	Promegestone	G03DB07
DB13603	Pyrrolnitrin	D01AA07
DB13604	Guanazodine	C02CC06
DB13605	Phenoperidine	N01AH04
DB13606	Phenazocine	N02AD02
DB13607	Picloxydine	S01AX16
DB13608	Tiocarlide	J04AD02
DB13609	Umifenovir	J05AX13
DB13610	Flumedroxone	N02CB01
DB13611	Chlormidazole	D01AC04
DB13612	Carbaspirin calcium	N02BA15|B01AC08
DB13613	Ticlatone	D01AE08
DB13614	Metizoline	R01AA10
DB13615	Mifamurtide	L03AX15
DB13616	Melagatran	B01AE04
DB13617	Clorexolone	C03BA12|C03BA82
DB13618	Ipriflavone	M05BX01
DB13619	Bornaprine	N04AA11
DB13620	Potassium gluconate	A12BA05
DB13621	Tetragalacturonic acid hydroxymethylester	B02BC03
DB13622	Selenium (75Se) norcholesterol	V09XX03
DB13623	Fabomotizole	N05BX04
DB13624	Methoxyphenamine	R03CB02
DB13625	Carbuterol	R03CC10|R03AC10
DB13626	Aluminium glycinate	A02AB07
DB13627	Oxolinic acid	J01MB05
DB13628	Ethyl hydroxybenzoate	D01AE10
DB13629	Mofebutazone	M01AA02|M02AA02
DB13630	Bibenzonium	R05DB12
DB13631	Methoserpidine	C02AA06|C02LA04
DB13632	Protiofate	G01AX13
DB13633	Mepartricin	G04CX03|G01AA09|A01AB16|D01AA06
DB13634	Pentifylline	C04AD01
DB13635	Tiracizine	C01EB11
DB13636	Etanautine	N04AB01
DB13637	Tenitramine	C01DA38
DB13638	Cefbuperazone	J01DC13
DB13639	Ferrous tartrate	B03AA08
DB13640	Acetoxolone	A02BX09
DB13641	Metisazone	J05AA01
DB13642	Pridinol	M03BX03
DB13643	Loprazolam	N05CD11
DB13644	Methylthiouracil	H03BA01
DB13645	Ethacizine	C01BC09
DB13646	Saruplase	B01AD08
DB13647	Semustine	L01AD03
DB13648	Alcuronium	M03AA01
DB13649	Proquazone	M01AX13
DB13650	Aloglutamol	A02AB06
DB13651	Lorajmine	C01BA12
DB13652	Bunaftine	C01BD03
DB13653	Lorcainide	C01BC07
DB13654	Montmorillonite	A07BC05
DB13655	Nikethamide	R07AB02|R07AB52
DB13656	Eberconazole	D01AC17
DB13657	Benorilate	N02BA10
DB13658	Hemoglobin raffimer	B05AA09
DB13659	Tenonitrozole	P01AX08
DB13660	Propicillin	J01CE03
DB13661	Niridazole	P02BX02
DB13662	Hexapropymate	N05CM10
DB13663	Clofenamide	C03BB07|C03BA07
DB13664	Formocortal	S01BA12
DB13665	Fluanisone	N05AD09
DB13666	Tiemonium iodide	A03AB17|A03DA07
DB13667	Cefozopran	J01DE03
DB13668	Ipidacrine	N06DA05
DB13669	Morpholine	N02BA08
DB13670	Oxantel	P02CC02
DB13671	Sulbentine	D01AE09
DB13672	Dimethylaminopropionylphenothiazine	A03AC02
DB13673	Bekanamycin	J01GB13
DB13674	Cridanimod	L03AX18
DB13675	Metahexamide	A10BB10
DB13676	Mosapramine	N05AX10
DB13677	Carboquone	L01AC03
DB13678	Dihexyverine	A03AA08
DB13679	Dexchlorpheniramine	R06AB52|R06AB02
DB13680	Naftazone	C05CX02
DB13681	Butalamine	C04AX23
DB13682	Cefpirome	J01DE02
DB13683	Quinisocaine	D04AB05
DB13684	Omoconazole	G01AF16|D01AC13
DB13685	Quingestanol	G03AC04|G03AA02
DB13686	Clometocillin	J01CE07
DB13687	Niaprazine	N05CM16
DB13688	Drisapersen	M09AX04
DB13689	Tacalcitol	D05AX04
DB13690	Vinyl ether	N01AA02
DB13691	Acetyldigoxin	C01AA02|C01AA52
DB13692	Tretoquinol	R03CC09|R03AC09
DB13693	Sulbenicillin	J01CA16
DB13694	Distigmine	N07AA03
DB13695	Penthienate	A03AB04
DB13696	Bromochlorosalicylanilide	D01AE01
DB13697	Ambazone	R02AA01
DB13698	Ferrous carbonate	B03AA04
DB13699	Sulfathiourea	J01EB08
DB13700	Protamine	V03AB14
DB13701	Ioglicic acid	V08AA06
DB13702	Tibezonium iodide	A01AB15
DB13703	Gepefrine	C01CA15
DB13704	Pristinamycin	J01FG01
DB13705	Decamethoxine	D08AJ10
DB13706	Eosin	D08AX02
DB13707	Sodium tartrate	A06AD21
DB13708	Fenquizone	C03BA13
DB13709	Ciclonicate	C04AC07
DB13710	Metenolone	A14AA04
DB13711	Tritoqualine	R06AX21
DB13712	Dixanthogen	P03AA01
DB13713	Quifenadine	R06AX31
DB13714	Xibornol	J01XX02
DB13715	Dilazep	C01DX10
DB13716	Dibutylphthalate	P03BX03
DB13717	Phenothrin	P03AC53|P03AC03
DB13718	Hydroquinine	M09AA01
DB13719	Trolnitrate	C01DA09|C01DA59
DB13720	Diphemanil	A03CA08|A03AB15
DB13721	Cypermethrin	P03BA02
DB13722	Pirprofen	M01AE08
DB13723	Meldonium	C01EB22
DB13724	Nifuratel	G01AX05
DB13725	Terodiline	G04BD05
DB13726	Sulfaguanidine	A07AB03
DB13727	Azapetine	C04AX30
DB13728	Halometasone	D07AC12
DB13729	Camostat	B02AB04
DB13730	Nifurtoinol	J01XE02
DB13731	Butamirate	R05DB13
DB13732	Meglumine antimoniate	P01CB01
DB13733	Methylpentynol	N05CX03|N05CM15
DB13734	Biphenylol	D08AE06
DB13736	Fenoxazoline	R01AA12
DB13737	Cyclobarbital	N05CA10
DB13738	Camylofin	A03AA03|A03DA05
DB13739	Penamecillin	J01CE06
DB13740	Bemegride	R07AB05
DB13741	Ioglycamic acid	V08AC03
DB13742	Elcatonin	H05BA04
DB13743	Sodium aurotiosulfate	M01CB02
DB13744	Piromidic acid	J01MB03
DB13745	Fazadinium bromide	M03AC08
DB13746	Bioallethrin	P03AC52|P03AC02
DB13747	Trolamine	D03AX12
DB13748	Tidiacic arginine	A05BA07
DB13749	Magnesium gluconate	A12CC03
DB13750	Obidoxime	V03AB13
DB13751	Glycyrrhizic acid	A05BA08
DB13752	Tetramethrin	P03BA04
DB13753	Cetiedil	C04AX26
DB13754	Mephenoxalone	N05BX01
DB13755	Iocarmic acid	V08AA08
DB13756	Peruvoside	C01AX02
DB13757	Epanolol	C07AB10
DB13758	Meclofenoxate	N06BX01
DB13759	Fenpiverinium	A03AB21
DB13760	Niperotidine	A02BA05
DB13761	Tilactase	A09AA04
DB13762	Dexrabeprazole	A02BC07
DB13763	Aurotioprol	M01CB05
DB13764	Monoxerutin	C05CA02
DB13765	Mercuric chloride	D08AK03
DB13766	Lidoflazine	C08EX01
DB13767	Vorozole	L02BG05
DB13768	Domiodol	R05CB08
DB13769	Emetonium iodide	A03AB16
DB13770	Vinylbital	N05CA08
DB13771	Ferric sodium citrate	B03AB01
DB13772	Rufloxacin	J01MA10
DB13773	Sulfamethoxypyridazine	J01ED05
DB13774	Myristalkonium	R02AA10
DB13775	Tertatolol	C07AA16
DB13776	Ibacitabine	D06BB08
DB13777	Prenalterol	C01CA13
DB13778	Cefazedone	J01DB06
DB13779	Guanoclor	C02CC05
DB13780	Aluminium clofibrate	C10AB03
DB13781	Xamoterol	C01CX07
DB13782	Imipramine oxide	N06AA03
DB13783	Acemetacin	M01AB11
DB13784	Dixyrazine	N05AB01
DB13785	Dropropizine	R05DB19
DB13786	Magnesium orotate	A12CC09
DB13787	Tilidine	N02AX01
DB13788	Chlorbenzoxamine	A03AX03
DB13789	Aluminium acetotartrate	S02AA04
DB13790	Fipexide	N06BX05
DB13791	Penfluridol	N05AG03
DB13792	Clopamide	C03BB03|C03BA03
DB13793	Vinburnine	C04AX17
DB13794	Dimethoxanate	R05DB28
DB13795	Brodimoprim	J01EA02
DB13796	Dibunate	R05DB16
DB13797	Iodocholesterol (131I)	V09XA02
DB13798	Demoxytocin	H01BB01
DB13799	Ethadione	N03AC03
DB13800	Calcium levulinate	A12AA30
DB13801	Muzolimine	C03CD01
DB13802	Epomediol	A05BA05
DB13803	Xipamide	C03BA10
DB13804	Benzylthiouracil	H03BA03
DB13805	Reposal	N05CA12
DB13806	Linopirdine	N06BX09
DB13807	Tisopurine	M04AA02
DB13808	Mebhydrolin	R06AX15
DB13809	Paclitaxel poliglumex	L01CD03
DB13810	Dimemorfan	R05DA11
DB13811	Oblimersen	L01XX36
DB13812	Bufylline	R03DA10
DB13813	Iodoform	D09AA13
DB13814	Talampicillin	J01CA15
DB13815	Xenysalate	D11AC09
DB13816	Aspoxicillin	J01CA19
DB13817	Carbromal	N05CM04
DB13818	Bibrocathol	S01AX05
DB13819	Proxazole	A03AX07
DB13820	Oxomemazine	R06AD08
DB13821	Ceftezole	J01DB12
DB13822	Meprotixol	R05DB22
DB13823	Pipemidic acid	J01MB04
DB13824	Enprostil	A02BB02
DB13825	Fedrilate	R05DB14
DB13826	Etohexadiol	P03BX06
DB13827	Indanazoline	R01AA15
DB13828	Cyfluthrin	P03BA01
DB13829	Calcium silicate	A02AC02
DB13830	Copper usnate	G01AX15
DB13831	Potassium permanganate	V03AB18|D08AX06
DB13832	Ranimustine	L01AD07
DB13833	Methylatropine	A03BB02
DB13834	Phenylmercuric borate	D08AK02
DB13835	Caroverine	A03AX11
DB13836	Metampicillin	J01CA14
DB13837	Doxefazepam	N05CD12
DB13838	Noxytiolin	B05CA07
DB13839	Dipyrocetyl	N02BA09|N02BA59|N02BA79|M01BA02
DB13840	Hydroxyethylpromethazine	R06AD05|R06AD55
DB13841	Clopenthixol	N05AF02
DB13842	Etofylline nicotinate	C04AD04
DB13843	Cloprednol	H02AB14
DB13844	Pipenzolate	A03CA09|A03AB14
DB13845	Etafenone	C01DX07
DB13846	Pyrrobutamine	R06AX58|R06AX08
DB13847	Rhenium Re-186 sulfide	V10AX05
DB13848	Fluorodopa (18F)	V09IX05
DB13849	Clofibride	C10AB10
DB13850	Timepidium	A03AB19
DB13851	Artemotil	P01BE04
DB13852	Mefenorex	A08AA09
DB13853	Anethole trithione	A16AX02
DB13854	Gamolenic acid	D11AX02|D11AX52
DB13855	Nifuroxazide	A07AX03
DB13856	Fluclorolone	D07AC02
DB13857	Demegestone	G03DB05
DB13858	Dimazole	D01AE17
DB13860	Imidazole salicylate	N02BA16
DB13861	Iopentol	V08AB08
DB13862	Magnesium phosphate	B05XA10
DB13863	Fosfructose	C01EB07
DB13864	Hemoglobin crosfumaril	B05AA08
DB13865	Dehydroemetine	P01AX09
DB13866	Etynodiol	G03DC06|G03FA06|G03AA01
DB13867	Fluticasone	R03BA05|D07AC17|R03AK11|R03AK06|R01AD08|R01AD58
DB13872	Lormetazepam	N05CD06
DB13873	Fenofibric acid	C10AB11
DB13874	Enasidenib	L01XX59
DB13878	Pibrentasvir	J05AP57
DB13879	Glecaprevir	J05AP57
DB13886	Human cytomegalovirus immune globulin	J06BB09
DB13896	Talimogene laherparepvec	L01XX51
DB13919	Candesartan	C09DA06|C09DB07|C09DX06|C09CA06
DB13923	Emicizumab	B02BX06
DB13926	Cenegermin	S01XA24
DB13928	Semaglutide	A10BJ06
DB13931	Netarsudil	S01EE51|S01EX05
DB13932	Voretigene neparvovec	S01XA27
DB13941	Piperaquine	P01BX02|P01BF05
DB13967	Patent Blue	V04CX09
DB13975	Black cohosh	G02CX04
DB13976	Sulesomab	V09HA04
