chemical_cid,uniport_accession,score
779,Q23191,0.770
6948,Q9N3X2,0.770
799,Q17389,0.770
6119,P91402,0.770
8697,Q19341,0.770
5425,Q23543,0.770
4799,C2BR97,0.770
2691,Q93934,0.770
197,H2KZG4,0.770
5022,O62140,0.770
7641,Q09660,0.769
2580,Q2V4S2,0.769
1420,Q23068,0.769
458,O02225,0.769
824,O76360,0.769
8697,Q95Q25,0.769
7994,P34512,0.769
9086,Q20950,0.769
5561,Q9TZ93,0.769
2010,G5EDF9,0.769
7896,Q17967,0.769
9427,A9UJN4,0.768
4075,P34559,0.768
3672,Q17688,0.768
7994,Q22100,0.768
3689,P34712,0.768
7478,Q95QQ4,0.768
5242,O01926,0.768
1032,P52014,0.768
1032,P52013,0.768
525,O45502,0.768
6041,Q9TXV7,0.768
5561,Q20048,0.768
5832,Q0MQ68,0.768
797,G5ECH7,0.768
5558,Q21215,0.768
192,Q95ZQ3,0.768
5270,Q9XUW5,0.768
1042,G5ED95,0.768
2495,G5ED07,0.767
8064,P91424,0.767
6018,Q21962,0.767
8629,P34707,0.767
732,Q93871,0.767
6844,O02642,0.767
5270,Q20060,0.767
5386,Q9XU73,0.767
6378,O17583,0.767
6418,B7WN66,0.767
7343,Q564Q1,0.767
208,Q18910,0.767
7817,O17680,0.767
5022,Q8WQB3,0.767
7994,Q18218,0.767
5558,Q93204,0.767
1079,Q22053,0.767
2113,Q9U2E2,0.767
8064,P91988,0.766
3024,Q5FC21,0.766
8946,Q20950,0.766
8946,Q20393,0.766
452,G5EDY0,0.766
5483,Q09450,0.766
7859,Q93315,0.766
4901,Q9U2M4,0.766
5558,P34517,0.766
9086,Q17525,0.766
1420,Q23571,0.766
8932,Q9N5B3,0.766
741,Q9XTY5,0.766
1806,Q9XVH6,0.766
8378,Q7JMA9,0.766
8028,Q9U2M5,0.766
6418,Q9UAV5,0.766
5825,O02096,0.766
4066,G5EEG0,0.766
6119,P91266,0.766
499,Q10457,0.766
8370,Q20334,0.766
71,Q9XVQ9,0.766
9290,O61847,0.765
7027,G5ECC3,0.765
8946,P34647,0.765
3746,Q09545,0.765
1806,P16356,0.765
6561,Q9U2M5,0.765
44,Q17389,0.765
6409,Q93456,0.765
6854,Q21918,0.765
7859,Q21285,0.765
799,Q20364,0.765
6300,Q21481,0.765
5576,P51875,0.765
8378,Q9U228,0.765
5497,P91134,0.765
8946,P43508,0.765
7148,G5EDU3,0.765
8946,G5EG50,0.765
8215,Q23320,0.765
4382,P04970,0.765
6561,P28191,0.765
2478,H2KZ19,0.765
6418,P41938,0.765
929,Q93761,0.764
5336,Q21926,0.764
5386,O44410,0.764
8314,P90829,0.764
8955,Q9N3S7,0.764
6331,Q9U299,0.764
7896,Q9U1Q4,0.764
5814,Q9XVJ3,0.764
3454,Q22453,0.764
6912,Q18434,0.764
8129,P91424,0.764
7897,Q9XU15,0.764
6327,P34496,0.764
196,Q9XVQ9,0.764
6087,O02096,0.764
2108,Q09545,0.764
7817,Q9XU10,0.764
9290,Q9U2D0,0.764
9086,Q965N7,0.764
5995,G5ED41,0.764
9250,Q9U2K8,0.764
929,Q21773,0.763
5905,Q20122,0.763
8180,Q95XD0,0.763
4,G5EFH4,0.763
779,Q17348,0.763
9290,O02151,0.763
6738,G5ECH7,0.763
7253,Q9N3X2,0.763
458,Q9XVU2,0.763
7758,P91505,0.763
7758,O16264,0.763
5879,O01583,0.763
262,Q19202,0.763
5022,Q10901,0.763
6300,Q22230,0.763
9416,Q23621,0.763
4,A9Z1L1,0.763
1938,H2KYI5,0.762
7905,O45518,0.762
797,Q960A1,0.762
6012,Q93761,0.762
6582,P52018,0.762
388,Q09315,0.762
388,G5EC30,0.762
451,Q19000,0.762
6267,A7LPG1,0.762
2010,P34545,0.762
791,Q8ITY6,0.762
8955,Q17603,0.762
5425,Q9BHL6,0.762
1773,Q9N588,0.762
8946,Q8MXI4,0.762
50,O01969,0.762
428,O17850,0.762
5976,Q9XW92,0.761
7708,Q21962,0.761
7708,O45106,0.761
2010,G5EG58,0.761
799,O61742,0.761
7994,O17680,0.761
4400,O76618,0.761
8897,Q9N3X2,0.761
5665,Q21750,0.761
8946,Q965N7,0.761
9086,O44538,0.761
2365,Q9XXD8,0.761
452,Q21473,0.761
3689,Q9XW61,0.761
7905,O01854,0.761
1256,Q9U241,0.761
6125,G5ED44,0.761
388,O01789,0.761
880,Q9N4K2,0.761
743,O45012,0.761
5995,Q09522,0.761
9086,Q7JKY3,0.761
6738,P90731,0.761
8180,Q23116,0.761
6249,Q23543,0.761
5386,O62113,0.761
8103,Q8MXI4,0.760
6569,G5EDF5,0.760
7478,O01685,0.760
515,Q93332,0.760
2154,Q9NF11,0.760
43,Q9GYS8,0.760
5280,Q9BL79,0.760
8946,Q18488,0.760
5976,Q9N5S1,0.760
6300,Q18164,0.760
191,B7WNA0,0.760
6267,Q9U358,0.760
2798,O17754,0.760
7047,Q19127,0.760
33,G5EFG5,0.760
5114,Q9U2Q8,0.760
6657,Q20496,0.760
6306,O45876,0.760
8180,Q93338,0.760
9086,P91020,0.760
458,P34497,0.760
8975,Q93456,0.760
9782,O01804,0.760
6363,Q9NHC3,0.759
7708,O02642,0.759
5790,G5EGB3,0.759
6226,Q9N4K2,0.759
7817,P17330,0.759
7817,P17329,0.759
454,Q2XN02,0.759
1117,O62193,0.759
7994,Q20352,0.759
9291,P34642,0.759
7104,O02642,0.759
9290,Q9XWF1,0.759
158,O01812,0.759
7708,Q20239,0.759
238,Q9GZF3,0.759
8496,Q9N3X2,0.759
6362,O18650,0.759
7994,Q27522,0.759
7994,P50306,0.759
8103,P91857,0.759
855,O01926,0.759
9354,G5EGT4,0.759
7820,G5EER4,0.759
1172,Q95QD6,0.759
7104,Q9NEZ8,0.759
4649,Q22640,0.758
8180,Q95QE8,0.758
1806,Q965S0,0.758
9904,G5EDH8,0.758
9033,Q19000,0.758
7994,P50305,0.758
9354,G5EER4,0.758
4075,Q17456,0.758
388,Q95YB8,0.758
4,G5ECY2,0.758
192,Q23511,0.758
499,Q23500,0.758
5270,Q20781,0.758
9086,Q95YF3,0.758
6844,Q9TXM0,0.758
6245,O76618,0.758
8946,Q7JKY3,0.758
7905,O45011,0.758
7859,Q9N478,0.758
7820,Q09315,0.758
4378,P53585,0.758
4378,P90731,0.758
7812,Q22031,0.758
8892,Q93569,0.758
3981,G5EBX8,0.758
9777,Q21086,0.758
8697,O17731,0.758
8697,Q93725,0.758
9086,O01464,0.758
8895,Q94234,0.758
799,P49632,0.758
9677,Q27504,0.757
929,Q9NA32,0.757
7854,P91454,0.757
5270,Q23122,0.757
7758,Q8MXV8,0.757
6582,Q18445,0.757
6327,Q21215,0.757
7909,Q17770,0.757
8946,Q9BL07,0.757
7817,Q17994,0.757
7859,P34604,0.757
5022,Q23122,0.757
5386,O17708,0.757
7905,Q27535,0.757
5561,Q18678,0.757
149,Q20127,0.756
9354,G5ECM6,0.756
964,G5EDR3,0.756
4685,Q9GYF1,0.756
7044,O45552,0.756
5878,Q18164,0.756
4093,O45948,0.756
5894,O45869,0.756
7314,Q22918,0.756
2901,Q9U2E2,0.756
875,Q9XUN8,0.756
77,Q9GYS8,0.755
9033,Q19278,0.755
1117,Q22019,0.755
7019,O44857,0.755
6844,Q9U283,0.755
6844,P53596,0.755
500,P91406,0.755
499,Q93968,0.755
9086,Q19086,0.755
7895,O44739,0.755
6226,P90917,0.755
4086,G5EGU1,0.755
8094,Q95PY8,0.755
8946,Q21346,0.755
364,P52018,0.755
6277,Q93456,0.755
5386,G4SN66,0.755
8175,Q94272,0.754
1101,Q09657,0.754
5236,Q9XTX2,0.754
7896,Q19246,0.754
9086,P30646,0.754
9756,Q9N4A5,0.754
7708,O61856,0.754
8158,Q9XVJ3,0.754
8215,Q9N5V4,0.754
964,O62202,0.754
7758,P10299,0.754
1392,O01813,0.754
7817,O01804,0.754
8946,Q10664,0.754
791,G5ECH0,0.754
964,Q22031,0.754
7905,Q10454,0.754
5280,Q09996,0.754
6510,Q18678,0.754
2010,P12845,0.754
8895,P91500,0.754
6256,Q17684,0.753
9290,Q20414,0.753
8642,Q9U2M5,0.753
6303,C2BR97,0.753
865,Q23261,0.753
77,O17798,0.753
7708,Q17577,0.753
2010,P02567,0.753
9651,P35603,0.753
9020,Q19102,0.753
6276,G5EF65,0.753
8697,P34673,0.753
43,P92186,0.752
7478,Q9N3X2,0.752
4807,P91020,0.752
5894,Q9TXI4,0.752
6514,P32756,0.752
8949,Q19564,0.752
8762,P52018,0.752
7859,Q9XVF7,0.752
6245,Q19265,0.752
191,Q9N4M0,0.752
7897,Q02332,0.752
1172,Q9XTY5,0.752
5270,Q23463,0.752
9086,P41938,0.752
2901,Q10121,0.752
8642,O45926,0.752
7148,Q20100,0.752
9782,Q17994,0.751
1172,Q22922,0.751
798,P48182,0.751
7905,Q93761,0.751
9086,P11141,0.751
2010,P37209,0.751
5022,Q23463,0.751
9317,P32756,0.751
5386,O02304,0.751
3981,Q19084,0.751
458,Q9U307,0.751
7994,Q19264,0.751
892,O01498,0.751
9756,Q9N478,0.751
978,Q22640,0.751
8094,O61660,0.751
470,Q9XVR7,0.751
7800,Q09543,0.751
8895,P34512,0.751
5386,O17751,0.751
5596,Q86ME6,0.751
2879,Q7JNP9,0.751
929,G5ECV9,0.751
6569,Q93168,0.750
328,O45818,0.750
4093,O45525,0.750
9086,O45552,0.750
7708,P91143,0.750
6360,Q93338,0.750
8762,Q9U2J5,0.750
8762,Q18483,0.750
7923,G5ED01,0.750
7104,Q9TXM0,0.750
6844,P53588,0.750
9756,P34604,0.750
2016,Q9N3T8,0.750
179,Q9NEW6,0.750
6276,Q19246,0.750
3036,Q23202,0.750
515,O16228,0.750
424,P52018,0.749
5236,P34355,0.749
6256,Q10578,0.749
8971,G5EC24,0.749
9020,Q21230,0.749
5386,Q19305,0.749
8378,G5EC10,0.749
855,Q0MQ68,0.749
855,Q27504,0.749
5991,O44985,0.749
7758,Q17957,0.749
9318,Q17967,0.749
5894,P91424,0.749
1044,G5EBZ1,0.749
8946,Q95XQ8,0.749
8946,Q95008,0.749
9782,Q9U2Z1,0.749
607,Q9TXI4,0.749
2478,Q19683,0.748
5270,O61815,0.748
7708,P53596,0.748
9677,Q22352,0.748
8762,Q18445,0.748
9086,O16247,0.748
8896,O61792,0.748
4066,Q8ITY6,0.748
2154,Q19980,0.748
7967,Q17525,0.748
797,Q23270,0.748
791,O17695,0.747
7800,Q9U283,0.747
264,Q9U358,0.747
6245,Q86ME6,0.747
6277,P90917,0.747
7104,P53596,0.747
8174,G5EF65,0.747
9687,Q9NAA7,0.747
9287,P98080,0.747
7485,P46561,0.747
1420,Q9N5D3,0.747
6418,Q95ZQ3,0.747
7148,Q9UAQ6,0.747
499,Q9TXM0,0.747
388,Q18164,0.747
7994,Q22492,0.747
1821,Q93572,0.746
6267,Q8TA65,0.746
264,P91985,0.746
8895,Q9XWE6,0.746
3053,G5ECQ8,0.746
8180,Q22230,0.746
7758,Q9U2M5,0.746
2016,Q21554,0.746
6184,O16992,0.746
7994,O45552,0.746
7314,Q18496,0.746
8971,Q18993,0.746
824,Q22031,0.746
364,Q18445,0.746
8036,G5EBN9,0.746
7758,Q21230,0.746
7758,P28191,0.746
6245,Q9U302,0.746
6245,Q95YB8,0.745
855,Q10462,0.745
8175,P34574,0.745
7894,Q19951,0.745
5114,Q95V25,0.745
7966,Q95ZN7,0.745
1172,Q95Y87,0.745
9651,O17589,0.745
5561,Q21086,0.745
2113,Q09490,0.745
7428,Q18217,0.744
149,Q20772,0.744
7896,O17850,0.744
811,G5EFA2,0.744
6252,Q95ZN7,0.744
10663,Q9U3L8,0.744
5192,Q21230,0.744
8762,Q23320,0.744
7697,O45106,0.744
5270,Q18787,0.744
1079,Q965W3,0.744
1101,O18000,0.744
929,Q18483,0.744
6674,P27604,0.744
535,Q9U2E2,0.744
6741,Q17525,0.744
6300,Q9XTS4,0.743
9291,O45865,0.743
6267,Q9U2E2,0.743
2901,Q86S57,0.743
8094,Q9U2P3,0.743
8103,Q17446,0.743
7708,P53588,0.743
7708,P53589,0.743
871,G5EC98,0.743
1172,Q22018,0.743
7897,Q18680,0.743
6119,H2KZK7,0.743
6579,Q19752,0.743
3452,O45948,0.743
10340,Q23457,0.743
9086,O62146,0.742
8946,Q9XWV2,0.742
8209,G5EDY0,0.742
7099,Q19680,0.742
5386,Q9TYV5,0.742
9020,G4SRS5,0.742
602,Q95Y52,0.742
871,Q6A1T5,0.742
6418,Q21285,0.742
7896,O44952,0.742
9677,Q17938,0.742
205,Q9XXM2,0.742
11192,P32756,0.742
458,Q19019,0.742
9756,Q94234,0.742
9756,P91918,0.742
9904,H2L039,0.742
388,P20163,0.742
7104,P53589,0.742
7104,P53588,0.742
6561,G5ECI8,0.741
102,Q9N3X2,0.741
206,G5ECY6,0.741
6569,G5ECI8,0.741
6245,G5EC31,0.741
6325,G5EFI9,0.741
6125,Q09990,0.741
7423,Q95QQ4,0.741
6076,Q9XVQ9,0.741
8971,Q9BHL6,0.741
224,Q18801,0.741
8946,O61219,0.741
8946,G5EFI8,0.741
2365,P54688,0.741
6245,O01598,0.741
6245,P53489,0.741
6224,Q23320,0.741
6245,O62327,0.741
7104,Q20780,0.741
7019,Q23457,0.741
9756,Q21926,0.741
8975,O76618,0.741
964,P52014,0.741
964,P52013,0.741
9086,H2KYE9,0.741
5270,Q18212,0.741
499,Q21697,0.740
8762,P52009,0.740
8946,H2KYW1,0.740
7427,P91402,0.740
77,G5EG10,0.740
6300,Q09545,0.740
388,G5EDS5,0.740
149,O16228,0.740
1172,Q20140,0.740
6422,P52018,0.740
8762,P91079,0.740
10204,Q95YB8,0.740
6245,Q9U3K2,0.740
6569,O44952,0.740
8180,P41994,0.740
752,O62146,0.740
10917,P49404,0.740
614,O02115,0.740
7897,O45865,0.740
4901,Q19680,0.740
6954,Q18445,0.740
6360,Q9N3C9,0.739
7104,P34559,0.739
5236,Q19951,0.739
7280,O61213,0.739
7622,O61660,0.739
929,Q9U2J5,0.739
7852,Q9NHC3,0.739
5242,Q95YB2,0.739
58,O16303,0.739
4330,P34308,0.739
9904,Q8T5S1,0.739
8946,O62146,0.739
5810,O61847,0.739
9904,O02300,0.739
7896,Q94392,0.739
779,Q95PX7,0.738
6245,Q19546,0.738
2361,Q93169,0.738
6386,Q93571,0.738
4901,Q965R0,0.738
7302,Q9N3T8,0.738
2108,P90849,0.738
993,Q9XTY5,0.738
6362,Q19825,0.738
7708,Q8T8B9,0.738
8946,P52709,0.738
8946,Q6EZG5,0.738
388,O45246,0.738
866,Q21276,0.738
6245,O02621,0.737
44,Q22170,0.737
8946,Q95005,0.737
10219,O16247,0.737
5991,Q9NGT3,0.737
7314,P50432,0.737
8103,Q94124,0.737
8762,P52015,0.737
8946,H2KYE9,0.737
8946,D6VPA1,0.737
3689,Q19048,0.737
10663,G4SFC3,0.737
9904,P91856,0.737
9086,Q09603,0.737
7708,O16481,0.737
9318,O45865,0.737
8082,O01579,0.737
9416,O02286,0.737
388,Q9N426,0.737
607,Q21276,0.736
5596,Q19523,0.736
5894,Q22619,0.736
10204,Q9Y041,0.736
8973,Q23543,0.736
9317,Q17499,0.736
1017,Q09990,0.736
807,Q09533,0.736
6514,Q19951,0.736
8946,O17365,0.736
4378,Q20143,0.736
6276,P10299,0.736
5558,G5EE14,0.736
8762,P91997,0.736
7427,P91266,0.736
22,Q9BL46,0.735
389,P41849,0.735
791,Q17761,0.735
5905,Q9TYV5,0.735
388,P48996,0.735
388,P27420,0.735
7670,O44995,0.735
653,G5EDY2,0.735
9033,P30636,0.735
993,Q09545,0.735
3689,G5EG58,0.735
149,Q09603,0.735
7994,P34574,0.735
8378,G5EDR3,0.735
5236,O62138,0.735
1266,Q19752,0.735
2154,Q9N588,0.735
7314,Q18910,0.735
1806,Q93338,0.734
8697,O61750,0.734
10836,P34578,0.734
9756,Q9XU15,0.734
3121,Q17632,0.734
5270,Q9N478,0.734
9577,Q8T5S1,0.734
4039,Q9BL36,0.734
8378,O16992,0.734
6417,G5EBV0,0.734
5236,O62137,0.734
6560,G5ECI8,0.734
9756,Q18411,0.734
8946,Q9U1W8,0.734
6844,Q21752,0.734
8946,P90829,0.734
7720,Q564Q1,0.734
3191,O45148,0.734
4059,P27798,0.734
7994,Q18822,0.733
810,P91424,0.733
9290,O01498,0.733
6276,P34345,0.733
262,Q95XG9,0.733
454,Q9XWF1,0.733
7817,Q95NM6,0.733
5280,Q95QV8,0.733
4039,G5EFP8,0.733
6302,Q10654,0.733
9756,O17680,0.733
9291,P41958,0.733
9086,Q22620,0.733
4685,O44572,0.733
44,Q9XW16,0.733
224,Q17456,0.733
2610,Q9XXU9,0.733
1043,O44406,0.732
6245,Q17663,0.732
9020,Q9NEW6,0.732
3689,G5EDF9,0.732
929,P04970,0.732
3206,Q23124,0.732
2016,Q9TXJ8,0.732
7708,Q18496,0.732
604,Q20057,0.732
8209,G5EBK3,0.732
2202,Q9BKS0,0.732
929,P17329,0.732
7905,Q17898,0.732
10494,P49632,0.732
756,Q95QT7,0.732
5280,Q19680,0.732
1172,G5EC98,0.732
5386,Q95QV8,0.732
929,P17330,0.732
3452,A9D2X7,0.732
388,G5ECU5,0.731
192,Q9N3C9,0.731
7758,Q18990,0.731
8215,Q09440,0.731
9756,Q27522,0.731
604,Q23543,0.731
602,Q20950,0.731
5022,O18210,0.731
7860,G5ECU4,0.731
9973,Q18217,0.731
7314,G5ECM6,0.731
9756,P50305,0.731
9756,P50306,0.731
3866,Q09591,0.731
2010,P12844,0.731
6133,O61792,0.730
5022,Q23124,0.730
6561,Q93569,0.730
149,Q21544,0.730
9570,O76618,0.730
9707,Q22633,0.730
824,Q11190,0.730
2113,Q18812,0.730
8998,B3KYC0,0.730
499,P52713,0.730
993,Q20796,0.730
6325,O44514,0.730
7897,O01926,0.730
6224,Q17568,0.730
7460,O44995,0.730
5270,Q93725,0.729
7670,Q23068,0.729
7860,O16995,0.729
8119,G5EF77,0.729
8946,Q9TZZ9,0.729
7905,Q17900,0.729
9904,O16452,0.729
5425,O18211,0.729
607,Q22031,0.729
6302,Q09541,0.729
7288,G5EE80,0.729
7758,Q95ZQ3,0.729
8299,Q8WTM6,0.729
9291,P14585,0.729
4378,O18256,0.729
5022,P32756,0.729
865,Q23404,0.728
8299,Q9NHC3,0.728
5022,Q93725,0.728
797,P41958,0.728
9086,O16580,0.728
5955,Q22143,0.728
9901,Q10944,0.728
6087,P52166,0.728
7708,Q21752,0.728
9318,G5EGQ9,0.728
6410,Q11174,0.728
2113,G5ECJ0,0.727
5238,Q9BKZ9,0.727
9291,O01623,0.727
11192,O16992,0.727
4740,O17850,0.727
224,Q9N5S1,0.727
9086,O16581,0.727
10494,Q17603,0.727
8180,Q9N4Y8,0.727
9086,O01591,0.727
8370,Q9GYF1,0.727
1821,O45012,0.727
3981,Q86ME6,0.727
779,Q02328,0.727
8895,Q95Q62,0.727
50,P90838,0.727
929,Q10663,0.727
8642,Q9XXI9,0.727
10219,Q21962,0.727
389,Q17754,0.727
602,G5EG50,0.727
8158,P46563,0.727
8946,O16720,0.726
7854,Q95ZQ4,0.726
3755,P34617,0.726
3021,Q9XXK1,0.726
8949,Q18993,0.726
6303,O17607,0.726
1821,Q95Y73,0.726
8071,G5ED44,0.726
6245,G5EG96,0.726
264,P52018,0.726
7104,P30646,0.726
3337,Q09580,0.726
4798,Q8MQC5,0.726
6264,Q19839,0.725
9904,P35449,0.725
7423,Q20819,0.725
6904,Q9TXR4,0.725
5236,O62139,0.725
9958,P90829,0.725
2113,Q2WF65,0.725
7104,Q21752,0.725
8094,Q09995,0.725
7965,P34455,0.725
5386,P34496,0.725
1172,O01815,0.725
6276,P28191,0.725
6560,P34574,0.725
8892,G5EC24,0.724
7896,Q17745,0.724
6468,O45087,0.724
9577,Q9U7D5,0.724
613,Q19825,0.724
4378,B5BM47,0.724
7905,Q5WRS4,0.724
388,Q09618,0.724
673,Q22137,0.724
9411,P49405,0.724
1042,Q9N5X5,0.724
2153,P46549,0.724
865,Q9XVQ9,0.724
5270,Q8IU09,0.724
424,P52009,0.724
8946,O16580,0.724
5114,Q9XVJ3,0.724
8180,P27604,0.724
9903,O44750,0.724
9291,P49029,0.723
192,Q20502,0.723
2374,Q966W3,0.723
6256,Q09504,0.723
149,Q22137,0.723
10204,Q9XVQ9,0.723
149,Q20952,0.723
4901,P91455,0.723
6245,O45502,0.723
174,Q9GZF3,0.723
12560,Q93459,0.723
205,O02115,0.723
9290,O44960,0.723
8946,O16581,0.723
8946,Q18426,0.723
929,P32085,0.723
7242,Q8I4K2,0.723
957,Q9XVQ9,0.723
9756,O16315,0.722
9901,G5EE47,0.722
7897,O44952,0.722
10663,Q21501,0.722
2898,Q18496,0.722
865,O02200,0.722
3931,P90731,0.722
811,Q10039,0.722
865,O17234,0.722
4807,Q27492,0.722
9427,Q20239,0.722
3931,P53585,0.722
8988,Q20414,0.721
2901,O44555,0.721
12599,Q17574,0.721
8180,O02642,0.721
8180,P53588,0.721
6303,P91400,0.721
389,P91454,0.721
9570,Q86ME6,0.721
807,O44156,0.721
3452,Q93873,0.721
149,Q21929,0.721
8094,G5EBX5,0.721
602,P48996,0.721
2113,G5ECH3,0.721
4086,G5EBH0,0.721
9215,B5BM30,0.721
7012,Q95ZQ3,0.721
1101,Q18599,0.721
8209,Q21307,0.720
6657,P91454,0.720
5270,Q22799,0.720
849,O45948,0.720
6245,Q17345,0.720
6230,Q94300,0.720
7896,P32756,0.720
1172,P34346,0.720
8946,O02161,0.720
8892,P34389,0.720
6224,Q18483,0.720
6736,O16991,0.720
7012,O45876,0.720
2758,Q19127,0.720
9291,Q21415,0.720
8180,P53596,0.720
6989,Q09644,0.719
7895,Q18678,0.719
2901,P49404,0.719
2202,Q21230,0.719
1748,O01602,0.719
6742,O17966,0.719
10904,P54412,0.719
9577,Q18673,0.719
9570,G5EC31,0.719
791,Q17770,0.719
619,Q95XN6,0.719
9438,O01804,0.719
388,P09446,0.719
8180,G5EFQ1,0.719
9554,O02151,0.719
6303,Q17574,0.719
9062,O61219,0.719
451,A9D2X7,0.719
5280,Q09504,0.719
8378,Q23463,0.719
8896,G5EFF7,0.719
8201,Q21481,0.719
8143,P27604,0.719
9086,O44995,0.719
6245,G5EBF7,0.719
12560,G5ECE8,0.719
389,Q09490,0.719
799,Q09543,0.718
7720,Q9N5D3,0.718
264,Q9U2E2,0.718
262,G5EBS1,0.718
5022,O62327,0.718
9756,Q21230,0.718
1172,Q9U241,0.718
7301,O45430,0.718
8209,Q8MXI4,0.718
8378,Q8I4A4,0.718
617,P55163,0.718
364,Q18851,0.718
7859,Q21230,0.718
9086,Q20291,0.718
1266,O44501,0.718
9318,Q20496,0.718
5386,Q09504,0.718
8215,G5EF86,0.718
9216,Q20616,0.717
10663,Q8ITY4,0.717
6245,G5EED8,0.717
6326,O44514,0.717
7099,O17754,0.717
8180,P46563,0.717
7697,P90795,0.717
1042,P90831,0.717
3206,G5ECC0,0.717
5814,Q8I4D7,0.717
5022,G5ECC0,0.717
2901,G5ECJ0,0.717
458,P34346,0.717
8642,Q93703,0.717
5386,O18178,0.717
7680,Q17693,0.717
12560,Q19004,0.717
3689,Q9U2G5,0.717
451,Q9N5E4,0.717
6844,Q19825,0.717
9020,P49632,0.717
8180,Q9U2J5,0.717
9354,Q95QH7,0.717
7855,P34652,0.717
2113,Q22741,0.717
8762,Q20375,0.717
6035,Q09363,0.716
453,G5ECI8,0.716
9086,Q21752,0.716
424,P52015,0.716
8186,Q95ZN7,0.716
8405,Q04833,0.716
797,Q20819,0.716
34,Q93615,0.716
8671,Q93615,0.716
4066,Q22501,0.716
44,P55163,0.716
205,O62336,0.716
7860,O61709,0.716
5810,Q20414,0.716
857,Q17688,0.716
451,Q7YTI0,0.716
865,Q22143,0.716
470,Q95XN1,0.715
7301,Q18688,0.715
929,Q9XWE6,0.715
22,G5EDM5,0.715
7028,P04970,0.715
6736,P91402,0.715
1420,O45552,0.715
544,Q9XVQ9,0.715
799,Q09444,0.715
4075,P29355,0.715
7288,G5EEH6,0.715
4075,Q18218,0.715
8042,Q93968,0.715
7099,P91402,0.714
8955,G5EDE8,0.714
8631,Q21962,0.714
7697,P34575,0.714
6267,Q18812,0.714
2002,Q27483,0.714
5022,O02621,0.714
8129,O61660,0.714
6944,O45819,0.714
192,Q17456,0.714
7897,Q19102,0.714
4607,Q21284,0.714
12560,O17352,0.714
2113,Q9NA62,0.714
7419,P16356,0.713
6245,Q19655,0.713
240,Q19579,0.713
4837,B1GRK5,0.713
13,P90829,0.713
205,P91851,0.713
389,G5EDN0,0.713
8971,G5EFD4,0.713
3689,G5EFP3,0.713
9020,P91079,0.713
2108,Q10663,0.713
9973,Q93168,0.713
11266,Q17967,0.713
11266,Q17898,0.713
2113,O02495,0.713
991,Q18217,0.713
8285,Q22460,0.713
929,Q9U241,0.713
8946,Q20291,0.713
8129,Q10929,0.713
10494,P16356,0.713
5280,Q965N3,0.713
238,Q10661,0.713
6267,G5ECJ0,0.713
5270,Q95Q34,0.713
6256,Q19130,0.712
4210,O44510,0.712
9020,P41932,0.712
6032,Q8WQL7,0.712
7905,Q17899,0.712
9756,O61792,0.712
5312,O44952,0.712
7896,P34355,0.712
389,G5EEX8,0.712
2901,Q95Y52,0.712
5270,G5EGH4,0.712
451,Q95Q89,0.712
8086,Q9N4I4,0.712
5634,P90994,0.711
6256,O16520,0.711
11192,Q17499,0.711
3053,G5ECE8,0.711
7994,Q7Z1Q3,0.711
5238,Q95ZN7,0.711
5236,O62140,0.711
470,Q09657,0.711
9687,Q7JMA9,0.711
4378,O02158,0.711
8071,G5EGH6,0.711
328,O45011,0.711
6267,Q2WF65,0.711
6912,Q7JNP9,0.711
797,Q27492,0.711
2901,G5ECH3,0.711
8946,Q95XD0,0.710
8946,Q20796,0.710
10219,O45011,0.710
9904,O01824,0.710
5238,Q9N5X5,0.710
11147,Q9XV52,0.710
6569,P90831,0.710
421,Q19713,0.710
7099,P91266,0.710
11266,Q95XN2,0.710
9756,Q22922,0.710
5242,P91408,0.710
617,Q9U357,0.710
2108,Q19752,0.710
149,O76618,0.710
9903,Q18426,0.710
5022,O01598,0.710
9845,Q17632,0.710
9554,Q9U2J5,0.709
2113,Q21005,0.709
5236,O16264,0.709
2526,Q19317,0.709
5960,Q93454,0.709
9756,Q22501,0.709
5270,P54813,0.709
2879,Q7JP61,0.709
525,P14585,0.709
12599,Q20303,0.709
929,O61199,0.709
6226,P34529,0.709
525,Q93725,0.709
197,Q9NF11,0.709
8946,G5EF08,0.708
604,Q9U2F2,0.708
6035,O45819,0.708
991,O44413,0.708
205,B2FDA8,0.708
5022,O01607,0.708
7994,Q9TXM0,0.708
11147,Q18683,0.708
5022,Q8WQF2,0.708
5894,G5ECI8,0.708
7859,O45903,0.708
9416,G5EBF7,0.708
929,Q21890,0.707
7104,Q19825,0.707
1806,Q9N5K2,0.707
12560,H2KZZ6,0.707
328,Q27535,0.707
264,P41849,0.707
8971,P34574,0.707
602,H2KZZ6,0.707
844,G5EEC1,0.707
9438,Q17994,0.707
5280,Q19130,0.707
469,Q22716,0.707
865,Q93725,0.707
779,O62332,0.707
8209,Q23089,0.707
3189,Q965N4,0.707
8314,Q22352,0.706
3689,Q95QE2,0.706
7697,P34346,0.706
7708,Q95V25,0.706
8285,Q2YS41,0.706
8180,Q23320,0.706
6899,Q9TZC4,0.706
6245,Q23195,0.706
7406,H2KZL6,0.706
5880,Q23384,0.706
844,A7LPG1,0.706
1420,Q19901,0.706
8895,P29355,0.706
6657,Q23191,0.706
388,Q9NAF8,0.706
3689,Q20943,0.706
11147,P91270,0.706
4093,Q20680,0.705
1172,Q20628,0.705
